Observatório do Plano Nacional de Educação

Produto Interno Bruto (PIB);
PIB;
Localidade;Código IBGE;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;
Palmeira d'Oeste;3535200;45443,0;57716,0;60850,0;68789,0;66723,0;75706,0;82952,0;77920,0;94493,0;108128,0;139644,0;139913,0;152130,0;;;;
Palmital;3535309;192503,0;187927,0;267141,0;296618,0;348864,0;286858,0;291921,0;326379,0;360692,0;406468,0;468680,0;525827,0;535288,0;;;;
Panorama;3535408;55803,0;56955,0;64447,0;75402,0;76476,0;89385,0;91185,0;104983,0;121482,0;123048,0;157637,0;170829,0;195827,0;;;;
Paraguaçu Paulista;3535507;197245,0;235553,0;295918,0;321633,0;300642,0;352660,0;512171,0;536773,0;600654,0;723993,0;924100,0;703559,0;752346,0;;;;
Paraibuna;3535606;65497,0;67349,0;75790,0;109424,0;104502,0;112563,0;122105,0;128214,0;132603,0;156813,0;221976,0;195052,0;201242,0;;;;
Paraíso;3535705;31375,0;54975,0;56588,0;61461,0;51244,0;58456,0;67081,0;64954,0;61552,0;70903,0;94084,0;98667,0;103529,0;;;;
Paranapanema;3535804;87255,0;102119,0;134332,0;160462,0;164262,0;198299,0;231391,0;271442,0;320379,0;291599,0;391899,0;398460,0;394702,0;;;;
Paranapuã;3535903;17305,0;19953,0;23812,0;26195,0;30092,0;29472,0;28803,0;36336,0;39088,0;45146,0;59022,0;63503,0;66399,0;;;;
Parapuã;3536000;56505,0;57395,0;73440,0;90292,0;93134,0;101072,0;101350,0;108722,0;139728,0;158730,0;169038,0;223234,0;230067,0;;;;
Pardinho;3536109;31792,0;33751,0;44628,0;52318,0;56590,0;65378,0;63839,0;80180,0;87132,0;121979,0;128224,0;140758,0;136271,0;;;;
Pariquera-Açu;3536208;83729,0;79128,0;79245,0;89400,0;98872,0;110790,0;131099,0;145017,0;174837,0;195525,0;192083,0;211589,0;221532,0;;;;
Parisi;3536257;9125,0;13320,0;13702,0;14895,0;15033,0;19261,0;22547,0;21910,0;30589,0;21988,0;27641,0;31548,0;31072,0;;;;
Patrocínio Paulista;3536307;70419,0;93348,0;111273,0;138467,0;161791,0;198056,0;232195,0;237382,0;242521,0;281135,0;338792,0;354226,0;395836,0;;;;
Paulicéia;3536406;19412,0;23273,0;28395,0;30345,0;30736,0;34406,0;37453,0;49108,0;60927,0;73737,0;99634,0;102008,0;111930,0;;;;
Paulínia;3536505;4911670,0;4787984,0;5941621,0;6287248,0;5993126,0;6175617,0;6532965,0;6330769,0;6736551,0;7779500,0;8115393,0;8198518,0;9749771,0;;;;
Paulistânia;3536570;7062,0;7993,0;12678,0;16132,0;17172,0;20965,0;20587,0;23667,0;22015,0;23322,0;29664,0;47501,0;38603,0;;;;
Paulo de Faria;3536604;48687,0;70996,0;85299,0;84781,0;86016,0;89404,0;108861,0;105673,0;104080,0;121388,0;164035,0;204043,0;181200,0;;;;
Pederneiras;3536703;223968,0;254278,0;263855,0;345501,0;557500,0;650541,0;654225,0;685742,0;495238,0;624277,0;702687,0;848748,0;949903,0;;;;
Pedra Bela;3536802;17198,0;20124,0;26317,0;28820,0;32226,0;35650,0;36799,0;42997,0;44339,0;52912,0;61835,0;65372,0;74312,0;;;;
Pedranópolis;3536901;14000,0;19466,0;23475,0;25215,0;25050,0;25733,0;24471,0;30078,0;31480,0;31103,0;39696,0;43451,0;46800,0;;;;
Pedregulho;3537008;81876,0;84551,0;122630,0;107868,0;141380,0;160836,0;204780,0;211709,0;231301,0;243610,0;294087,0;274572,0;378134,0;;;;
Pedreira;3537107;212857,0;241806,0;267619,0;290145,0;341017,0;428101,0;493141,0;512312,0;557372,0;608347,0;694640,0;701014,0;742563,0;;;;
Pedrinhas Paulista;3537156;39741,0;37457,0;58387,0;51457,0;56188,0;56037,0;50158,0;64100,0;70371,0;75891,0;82683,0;80619,0;97394,0;;;;
Pedro de Toledo;3537206;28771,0;31104,0;40855,0;40317,0;43753,0;49476,0;52026,0;56949,0;64357,0;70783,0;86212,0;85950,0;92118,0;;;;
Penápolis;3537305;339151,0;363587,0;427958,0;462106,0;499660,0;719432,0;785491,0;912722,0;837239,0;890775,0;980289,0;1111005,0;1207574,0;;;;
Pereira Barreto;3537404;206055,0;174589,0;249239,0;250700,0;255492,0;282917,0;315942,0;353275,0;470952,0;684228,0;728058,0;717055,0;594504,0;;;;
Pereiras;3537503;33002,0;35787,0;38175,0;61726,0;75967,0;75364,0;88200,0;118102,0;141698,0;143390,0;117857,0;145794,0;144747,0;;;;
Peruíbe;3537602;250805,0;278769,0;312616,0;341293,0;361097,0;412292,0;448320,0;486723,0;532813,0;614441,0;694870,0;737566,0;804888,0;;;;
Piacatu;3537701;19969,0;22605,0;31628,0;34209,0;33248,0;35410,0;39616,0;45814,0;46247,0;56237,0;64277,0;67185,0;70905,0;;;;
Piedade;3537800;254020,0;267259,0;316499,0;347568,0;355062,0;364943,0;400242,0;448388,0;469468,0;540562,0;590315,0;658885,0;741337,0;;;;
Pilar do Sul;3537909;117949,0;153490,0;171805,0;176733,0;196001,0;221180,0;228798,0;238788,0;248764,0;293565,0;359166,0;408434,0;434795,0;;;;
Pindamonhangaba;3538006;1305493,0;1478122,0;1764851,0;2016866,0;2324278,0;2611188,0;2987469,0;2929002,0;4047619,0;4172165,0;4679016,0;3752188,0;3971924,0;;;;
Pindorama;3538105;67754,0;80206,0;87950,0;112012,0;112076,0;128473,0;145147,0;144686,0;172685,0;188864,0;230172,0;236882,0;244469,0;;;;
Pinhalzinho;3538204;37015,0;44424,0;52359,0;65782,0;70887,0;76222,0;82136,0;94881,0;101362,0;112262,0;133605,0;161033,0;168025,0;;;;
Piquerobi;3538303;14627,0;16635,0;22086,0;24020,0;24125,0;24963,0;27680,0;29572,0;33292,0;37167,0;44993,0;48504,0;48779,0;;;;
Piquete;3538501;45390,0;45573,0;53304,0;64096,0;63931,0;68002,0;70352,0;76988,0;83182,0;104554,0;110137,0;118938,0;116215,0;;;;
Piracaia;3538600;95301,0;104805,0;118798,0;143023,0;153233,0;171428,0;198618,0;207866,0;219096,0;241711,0;288742,0;311073,0;340729,0;;;;
Piracicaba;3538709;3335788,0;3639921,0;4233400,0;4684786,0;5316439,0;5780797,0;6815596,0;7678195,0;8832622,0;9599600,0;10927808,0;11580501,0;11887388,0;;;;
Piraju;3538808;149684,0;169458,0;199469,0;208706,0;226097,0;260400,0;276495,0;289820,0;300635,0;347474,0;406354,0;432211,0;475771,0;;;;
Pirajuí;3538907;82937,0;96064,0;102742,0;115330,0;124784,0;139690,0;160642,0;174534,0;184295,0;207459,0;239487,0;297023,0;319165,0;;;;
Pirangi;3539004;49277,0;95554,0;88212,0;90050,0;102110,0;91453,0;132603,0;126483,0;114692,0;119328,0;148049,0;158389,0;159997,0;;;;
Pirapora do Bom Jesus;3539103;62933,0;68320,0;75689,0;80149,0;113912,0;108975,0;108363,0;137827,0;149545,0;123780,0;127243,0;139204,0;151815,0;;;;
Pirapozinho;3539202;152851,0;193862,0;207764,0;226295,0;325475,0;336116,0;354177,0;302813,0;386690,0;393256,0;393388,0;470127,0;522051,0;;;;
Pirassununga;3539301;522069,0;620397,0;740567,0;817021,0;845661,0;937113,0;1107568,0;1147199,0;1178908,0;1306286,0;1651305,0;1660932,0;1750755,0;;;;
Piratininga;3539400;48073,0;48565,0;55440,0;62628,0;69850,0;73792,0;78493,0;81404,0;92260,0;100792,0;120487,0;149150,0;160912,0;;;;
Pitangueiras;3539509;196803,0;221823,0;270166,0;292622,0;259826,0;318072,0;355596,0;379570,0;372635,0;438084,0;563564,0;649421,0;628878,0;;;;
Planalto;3539608;18415,0;22912,0;31750,0;35341,0;35452,0;37169,0;42634,0;53385,0;54907,0;67959,0;81260,0;87359,0;90593,0;;;;
Platina;3539707;16465,0;21779,0;32613,0;35288,0;34642,0;29409,0;29908,0;44322,0;55185,0;49896,0;63279,0;78288,0;82117,0;;;;
Poá;3539806;722965,0;806458,0;971448,0;1250781,0;1190516,0;1559607,0;1943505,0;1925583,0;2104124,0;2274775,0;2744862,0;3237108,0;3061417,0;;;;
Poloni;3539905;21888,0;28928,0;32012,0;36009,0;37092,0;42589,0;52249,0;57834,0;56194,0;66947,0;81185,0;102601,0;101135,0;;;;
Pompéia;3540002;171154,0;191337,0;237888,0;345362,0;376231,0;301292,0;312365,0;343353,0;423936,0;465414,0;516274,0;565862,0;651716,0;;;;
Pongaí;3540101;17140,0;23835,0;23977,0;26508,0;26250,0;32878,0;35533,0;45103,0;38537,0;42167,0;48734,0;54046,0;41092,0;;;;
Pontal;3540200;215652,0;225184,0;292547,0;352054,0;381631,0;408109,0;527260,0;438464,0;467048,0;581414,0;623639,0;725961,0;675733,0;;;;
Pontalinda;3540259;15141,0;20187,0;25053,0;24034,0;24158,0;27602,0;30750,0;29915,0;33124,0;38303,0;46935,0;52908,0;52253,0;;;;
Pontes Gestal;3540309;13919,0;15283,0;17841,0;19075,0;22096,0;25846,0;34242,0;51163,0;94125,0;84909,0;83369,0;105664,0;157223,0;;;;
Populina;3540408;18146,0;23123,0;27102,0;30336,0;35148,0;37039,0;42337,0;50987,0;51299,0;59532,0;73638,0;77906,0;81975,0;;;;
Porangaba;3540507;24789,0;27987,0;33564,0;36513,0;38336,0;43657,0;51451,0;59759,0;67574,0;73711,0;77670,0;89718,0;96929,0;;;;
Porto Feliz;3540606;274149,0;317811,0;354690,0;401092,0;428887,0;488665,0;569652,0;656017,0;699333,0;773468,0;887392,0;979527,0;1018882,0;;;;
Porto Ferreira;3540705;382122,0;417738,0;451541,0;485276,0;561092,0;641071,0;712331,0;743310,0;805472,0;889635,0;1075625,0;1112825,0;1150429,0;;;;
Potim;3540754;35274,0;42785,0;48509,0;59840,0;69947,0;67530,0;82562,0;102789,0;126447,0;150665,0;147748,0;153026,0;171816,0;;;;
Potirendaba;3540804;57527,0;70576,0;90042,0;94788,0;100632,0;118340,0;184046,0;170212,0;184601,0;220322,0;281444,0;311220,0;327762,0;;;;
Pracinha;3540853;5274,0;5503,0;8031,0;8136,0;8062,0;8702,0;11425,0;13928,0;15647,0;17830,0;19854,0;21608,0;21819,0;;;;
Pradópolis;3540903;218450,0;222619,0;223738,0;533985,0;533552,0;674741,0;966960,0;616179,0;330131,0;574398,0;639760,0;826991,0;626555,0;;;;
Praia Grande;3541000;1083724,0;1134773,0;1222131,0;1405432,0;1526289,0;1756558,0;1952254,0;2138288,0;2333755,0;2780578,0;3171381,0;3519841,0;4164015,0;;;;
Pratânia;3541059;17328,0;18596,0;23015,0;28090,0;32976,0;32970,0;41165,0;50097,0;47366,0;57338,0;61433,0;72612,0;90076,0;;;;
Presidente Alves;3541109;20303,0;24883,0;28712,0;31526,0;32361,0;41601,0;58010,0;50737,0;59044,0;56344,0;58857,0;60891,0;61673,0;;;;
Presidente Bernardes;3541208;50767,0;62297,0;76764,0;88636,0;88398,0;87115,0;99628,0;104699,0;116516,0;147217,0;154422,0;186979,0;184108,0;;;;
Presidente Epitácio;3541307;184628,0;209163,0;236736,0;253883,0;279908,0;312904,0;330969,0;351672,0;360017,0;410353,0;448491,0;489462,0;534195,0;;;;
Presidente Prudente;3541406;1658940,0;1703003,0;1920750,0;2095803,0;2258980,0;2530523,0;2799178,0;2925603,0;3181610,0;3621162,0;4253880,0;4481036,0;4830824,0;;;;
Presidente Venceslau;3541505;173429,0;186619,0;225087,0;240079,0;260776,0;295412,0;315193,0;343626,0;382749,0;432357,0;462308,0;496056,0;560952,0;;;;
Promissão;3541604;220039,0;237562,0;362766,0;312410,0;388510,0;466591,0;733291,0;537770,0;763842,0;771607,0;737550,0;993791,0;990279,0;;;;
Quadra;3541653;17910,0;16845,0;22073,0;23666,0;25198,0;25757,0;28213,0;31377,0;37172,0;52996,0;49569,0;61044,0;57199,0;;;;
Quatá;3541703;85049,0;93852,0;133206,0;196994,0;180808,0;197923,0;273843,0;250053,0;239343,0;327690,0;522945,0;309156,0;358385,0;;;;
Queiroz;3541802;9794,0;13113,0;16385,0;23002,0;28351,0;31030,0;32498,0;79021,0;101021,0;192181,0;231325,0;200803,0;170476,0;;;;
Queluz;3541901;32207,0;32784,0;35415,0;39940,0;40801,0;46247,0;52458,0;58235,0;74537,0;78837,0;91860,0;98076,0;117437,0;;;;
Quintana;3542008;19768,0;22962,0;27319,0;32394,0;38076,0;38511,0;40932,0;48362,0;56022,0;65370,0;72989,0;90204,0;100029,0;;;;
Rafard;3542107;59125,0;59664,0;59725,0;69625,0;59509,0;83192,0;103531,0;105086,0;99761,0;116352,0;141193,0;134335,0;119989,0;;;;
Rancharia;3542206;173347,0;219474,0;433161,0;376757,0;431908,0;460435,0;612487,0;544920,0;598888,0;717982,0;846175,0;970071,0;1131446,0;;;;
Redenção da Serra;3542305;12687,0;12980,0;14591,0;15249,0;15583,0;17453,0;23613,0;25992,0;29520,0;36064,0;41679,0;42534,0;40058,0;;;;
Regente Feijó;3542404;95014,0;98868,0;116256,0;133751,0;145897,0;161623,0;195466,0;203179,0;248175,0;287338,0;306716,0;357863,0;373172,0;;;;
Reginópolis;3542503;22962,0;28963,0;30046,0;32746,0;34979,0;40454,0;47884,0;53668,0;56852,0;64742,0;70764,0;107098,0;107847,0;;;;
Registro;3542602;240165,0;261773,0;305595,0;321763,0;333646,0;390121,0;428101,0;449591,0;486787,0;585696,0;874032,0;1054211,0;1127558,0;;;;
Restinga;3542701;28790,0;37585,0;50228,0;50969,0;61197,0;61231,0;82865,0;76399,0;77789,0;77965,0;97019,0;98276,0;112993,0;;;;
Ribeira;3542800;7668,0;8701,0;9982,0;10823,0;10887,0;12253,0;13476,0;15777,0;19795,0;22336,0;23839,0;25123,0;27257,0;;;;
Ribeirão Bonito;3542909;47116,0;59965,0;70902,0;83075,0;83772,0;90979,0;110025,0;118323,0;116060,0;120748,0;147412,0;182842,0;177420,0;;;;
Ribeirão Branco;3543006;53174,0;58510,0;81249,0;85111,0;91255,0;98090,0;104305,0;126684,0;157725,0;203105,0;157651,0;178635,0;197706,0;;;;
Ribeirão Corrente;3543105;22883,0;31521,0;49152,0;51926,0;69726,0;73402,0;87328,0;86266,0;87203,0;87872,0;116697,0;94732,0;133122,0;;;;
Ribeirão do Sul;3543204;23464,0;30612,0;37400,0;49361,0;52852,0;48131,0;47616,0;45644,0;64908,0;56509,0;61457,0;84780,0;106438,0;;;;
Ribeirão dos Índios;3543238;10523,0;10277,0;13384,0;15946,0;16188,0;21055,0;24552,0;25466,0;25453,0;29096,0;30871,0;35991,0;37706,0;;;;
Ribeirão Grande;3543253;35325,0;34174,0;44900,0;47623,0;56085,0;63066,0;67014,0;70782,0;72311,0;82659,0;93824,0;95541,0;102320,0;;;;
Ribeirão Pires;3543303;660929,0;698565,0;776642,0;866778,0;1024185,0;1137365,0;1270018,0;1342474,0;1487254,0;1631373,0;1889058,0;2030334,0;2157284,0;;;;
Ribeirão Preto;3543402;5529657,0;5969918,0;6714974,0;7896941,0;8671198,0;10077280,0;11326627,0;12911809,0;13843411,0;14686950,0;17001903,0;18643118,0;20300802,0;;;;
Riversul;3543501;20673,0;22435,0;27297,0;31236,0;30644,0;30341,0;31535,0;36300,0;40763,0;43664,0;47912,0;50628,0;60928,0;;;;
Rifaina;3543600;12853,0;14898,0;16537,0;19377,0;21282,0;23874,0;26994,0;30080,0;31662,0;35502,0;45563,0;50189,0;57418,0;;;;
Rincão;3543709;42674,0;53974,0;61788,0;89078,0;82874,0;78515,0;79188,0;97947,0;83616,0;84093,0;124868,0;136835,0;151762,0;;;;
Rinópolis;3543808;35738,0;41394,0;53850,0;56485,0;62181,0;65835,0;70332,0;75783,0;76652,0;90299,0;101020,0;118213,0;129270,0;;;;
Rio Claro;3543907;1645395,0;1735062,0;1972559,0;2272699,0;2607187,0;3194773,0;3291790,0;3851971,0;4045955,0;4521874,0;5003106,0;5349749,0;5847521,0;;;;
Rio das Pedras;3544004;152488,0;241212,0;376223,0;447763,0;484276,0;564463,0;759886,0;695291,0;802180,0;929575,0;914626,0;999796,0;797383,0;;;;
Rio Grande da Serra;3544103;142047,0;139233,0;140816,0;166440,0;221016,0;246041,0;290104,0;307455,0;351903,0;421569,0;487129,0;528225,0;536974,0;;;;
Riolândia;3544202;38899,0;45410,0;58657,0;67130,0;81336,0;69008,0;70856,0;78006,0;81794,0;100236,0;119787,0;149163,0;151146,0;;;;
Rosana;3544251;261145,0;382794,0;491679,0;479411,0;611139,0;666928,0;718478,0;686670,0;691799,0;778526,0;905039,0;885688,0;949900,0;;;;
Roseira;3544301;59919,0;65474,0;67192,0;77001,0;71187,0;106388,0;128587,0;124245,0;166238,0;240631,0;211925,0;289697,0;279773,0;;;;
Rubiácea;3544400;28076,0;24318,0;45983,0;42737,0;38111,0;34628,0;44085,0;54573,0;45643,0;57313,0;77842,0;81997,0;83427,0;;;;
Rubinéia;3544509;12742,0;13607,0;14785,0;16470,0;16897,0;18343,0;19306,0;22327,0;24755,0;32478,0;29844,0;35043,0;40629,0;;;;
Sabino;3544608;29464,0;24001,0;32994,0;32411,0;33417,0;34991,0;34854,0;55745,0;42479,0;71264,0;80948,0;83790,0;62648,0;;;;
Sagres;3544707;10872,0;11441,0;13310,0;14902,0;15194,0;16285,0;19159,0;18872,0;22843,0;24909,0;30473,0;38026,0;41616,0;;;;
Sales;3544806;21304,0;23092,0;28917,0;32438,0;33056,0;40526,0;43750,0;49019,0;50233,0;58488,0;67083,0;77199,0;86134,0;;;;
Sales Oliveira;3544905;68441,0;75453,0;93557,0;101099,0;100988,0;114808,0;120654,0;122292,0;130133,0;155969,0;186246,0;215478,0;231030,0;;;;
Salesópolis;3545001;61185,0;63453,0;87144,0;104142,0;135499,0;141469,0;149182,0;189623,0;125907,0;153091,0;174930,0;188239,0;197817,0;;;;
Salmourão;3545100;15804,0;18410,0;25445,0;28504,0;29854,0;34793,0;36523,0;38520,0;41392,0;53297,0;67181,0;72756,0;77337,0;;;;
Saltinho;3545159;41537,0;44337,0;50657,0;55960,0;54140,0;67374,0;75872,0;86387,0;88247,0;107216,0;117762,0;140793,0;157062,0;;;;
Salto;3545209;880793,0;903214,0;955027,0;1126579,0;1275811,0;1555001,0;1470974,0;1682227,0;2015210,0;2186843,0;2431460,0;2714324,0;2811010,0;;;;
Salto de Pirapora;3545308;231406,0;262524,0;282989,0;339436,0;355836,0;315805,0;363456,0;398403,0;411197,0;479230,0;554638,0;575178,0;636396,0;;;;
Salto Grande;3545407;48382,0;57250,0;68368,0;73867,0;90379,0;93092,0;92451,0;101743,0;109442,0;112989,0;130713,0;140094,0;159657,0;;;;
Sandovalina;3545506;75300,0;91976,0;101741,0;114579,0;140234,0;139837,0;136275,0;145581,0;148619,0;224713,0;334518,0;306698,0;282633,0;;;;
Santa Adélia;3545605;68925,0;81939,0;99829,0;108636,0;106943,0;115487,0;123799,0;148823,0;136680,0;182449,0;216791,0;232978,0;237451,0;;;;
Santa Albertina;3545704;23844,0;31220,0;33178,0;35935,0;38287,0;39510,0;43667,0;48788,0;52271,0;56410,0;71107,0;73702,0;70454,0;;;;
Santa Bárbara d'Oeste;3545803;1092892,0;1275949,0;1406534,0;1821577,0;2094521,0;2507931,0;2501026,0;2786544,0;3040678,0;3115716,0;3789951,0;3929931,0;4056977,0;;;;
Santa Branca;3546009;65715,0;81428,0;87769,0;120291,0;94436,0;109747,0;150852,0;145440,0;162408,0;136663,0;145770,0;197756,0;185384,0;;;;
Santa Clara d'Oeste;3546108;9968,0;11138,0;11581,0;13683,0;13322,0;13213,0;13788,0;15722,0;20459,0;21995,0;24085,0;25626,0;28122,0;;;;
Santa Cruz da Conceição;3546207;22403,0;36072,0;56970,0;44004,0;45678,0;44131,0;47758,0;52309,0;54836,0;56048,0;70614,0;82185,0;85900,0;;;;
Santa Cruz da Esperança;3546256;11788,0;10886,0;13999,0;15850,0;15743,0;17426,0;23075,0;23087,0;22157,0;31603,0;36799,0;43832,0;52856,0;;;;
Santa Cruz das Palmeiras;3546306;104051,0;133289,0;146981,0;167307,0;188177,0;213109,0;222185,0;232119,0;231060,0;255449,0;308215,0;324556,0;337213,0;;;;
Santa Cruz do Rio Pardo;3546405;324855,0;362867,0;436242,0;644492,0;533306,0;515482,0;582739,0;636707,0;708662,0;821109,0;973685,0;1062754,0;1261395,0;;;;
Santa Ernestina;3546504;19516,0;23692,0;29067,0;32384,0;27892,0;31655,0;38129,0;41565,0;37287,0;43546,0;50711,0;54721,0;60904,0;;;;
Santa Fé do Sul;3546603;195480,0;201826,0;245068,0;294287,0;297146,0;315812,0;356097,0;406968,0;458726,0;559703,0;610359,0;658898,0;703582,0;;;;
Santa Gertrudes;3546702;111298,0;116214,0;141535,0;157830,0;189693,0;220256,0;256867,0;303846,0;334188,0;368887,0;414520,0;446371,0;491666,0;;;;
Santa Isabel;3546801;232709,0;257144,0;292085,0;337871,0;375761,0;360927,0;408072,0;465602,0;619943,0;748723,0;758280,0;895360,0;991562,0;;;;
Santa Lúcia;3546900;31659,0;40327,0;47647,0;57530,0;57345,0;57228,0;67328,0;67704,0;55229,0;64946,0;85123,0;96060,0;107886,0;;;;
Santa Maria da Serra;3547007;23795,0;28481,0;36810,0;37878,0;39114,0;40126,0;43968,0;54452,0;57995,0;72647,0;74538,0;87401,0;92981,0;;;;
Santa Mercedes;3547106;9340,0;10209,0;12219,0;13179,0;13612,0;14917,0;15589,0;19917,0;23640,0;21907,0;36720,0;41297,0;50317,0;;;;
Santana da Ponte Pensa;3547205;7504,0;9414,0;11483,0;11962,0;12117,0;12620,0;13025,0;15204,0;17934,0;19316,0;21966,0;23697,0;22602,0;;;;
Santana de Parnaíba;3547304;852641,0;1039693,0;1177330,0;1517377,0;1767297,0;2249701,0;2488576,0;2877954,0;3043017,0;3233201,0;3640421,0;4794952,0;4973572,0;;;;
Santa Rita d'Oeste;3547403;15786,0;19751,0;22911,0;27470,0;28240,0;26352,0;25986,0;32128,0;31792,0;39319,0;45762,0;48051,0;45047,0;;;;
Santa Rita do Passa Quatro;3547502;151768,0;196590,0;224072,0;252100,0;272357,0;285195,0;335810,0;320031,0;330526,0;355033,0;463212,0;496718,0;439075,0;;;;
Santa Rosa de Viterbo;3547601;153629,0;170176,0;189967,0;249779,0;273562,0;344138,0;398466,0;356717,0;364604,0;425804,0;489966,0;454258,0;492980,0;;;;
Santa Salete;3547650;8157,0;12552,0;14511,0;15901,0;15227,0;16399,0;18931,0;21593,0;25289,0;24226,0;31380,0;33489,0;31303,0;;;;
Santo Anastácio;3547700;86661,0;90328,0;110266,0;134087,0;146669,0;163811,0;180007,0;180792,0;192908,0;225071,0;250474,0;259815,0;272128,0;;;;
Santo André;3547809;7441074,0;8061539,0;8307601,0;10030974,0;11423257,0;11272306,0;11674114,0;13259022,0;13303110,0;14709216,0;17260593,0;17872553,0;18085141,0;;;;
Santo Antônio da Alegria;3547908;26321,0;28266,0;34011,0;37235,0;44432,0;47578,0;47000,0;53967,0;73881,0;95159,0;100983,0;104285,0;116724,0;;;;
Santo Antônio de Posse;3548005;120650,0;142560,0;167017,0;178661,0;199726,0;272994,0;385204,0;364505,0;349021,0;314091,0;387228,0;444510,0;476250,0;;;;
Santo Antônio do Aracanguá;3548054;70322,0;93797,0;122036,0;155358,0;134714,0;156322,0;179846,0;153148,0;173090,0;191876,0;250641,0;237421,0;272729,0;;;;
Santo Antônio do Jardim;3548104;32493,0;37570,0;41823,0;46669,0;55855,0;51778,0;57526,0;70037,0;69240,0;78246,0;102777,0;123521,0;126205,0;;;;
Santo Antônio do Pinhal;3548203;26793,0;30012,0;31256,0;32357,0;34392,0;37135,0;40687,0;44454,0;46299,0;56598,0;58978,0;64899,0;71230,0;;;;
Santo Expedito;3548302;8002,0;9065,0;11987,0;13313,0;14357,0;16309,0;21623,0;23634,0;24345,0;27411,0;31292,0;32669,0;31746,0;;;;
Santópolis do Aguapeí;3548401;20944,0;19914,0;25349,0;34309,0;29393,0;31357,0;40834,0;37157,0;37497,0;42167,0;52213,0;57741,0;60653,0;;;;
Santos;3548500;4605213,0;5058817,0;9117586,0;9169692,0;10226576,0;14771672,0;16141388,0;19506667,0;24557091,0;22546298,0;27619431,0;31913306,0;37722531,0;;;;
São Bento do Sapucaí;3548609;34444,0;37833,0;44052,0;49140,0;50354,0;55286,0;60995,0;71872,0;75860,0;91424,0;106217,0;113120,0;124506,0;;;;
São Bernardo do Campo;3548708;11060481,0;12568845,0;13185350,0;15836231,0;17899280,0;18329112,0;20566795,0;25164098,0;29981271,0;28935628,0;35583488,0;36473062,0;34185281,0;;;;
São Caetano do Sul;3548807;3478122,0;3769721,0;4249483,0;5116220,0;6140914,0;8076924,0;9378204,0;8900640,0;10187641,0;8918069,0;11002883,0;11887079,0;12620623,0;;;;
São Carlos;3548906;1991030,0;2164882,0;2333628,0;2584422,0;2831082,0;2921355,0;3136620,0;3602823,0;3897084,0;4523514,0;5132194,0;5445983,0;5769745,0;;;;
São Francisco;3549003;13001,0;13543,0;21132,0;21218,0;20540,0;17494,0;18853,0;25250,0;25174,0;26439,0;33545,0;34360,0;35877,0;;;;
São João da Boa Vista;3549102;721920,0;752277,0;825307,0;887520,0;1000691,0;1120046,0;1181692,0;1331551,0;1562083,0;1608556,0;1777364,0;2086809,0;2187846,0;;;;
São João das Duas Pontes;3549201;10908,0;14544,0;16036,0;18230,0;19713,0;21773,0;23592,0;25438,0;27360,0;31190,0;36973,0;35811,0;43598,0;;;;
São João de Iracema;3549250;12684,0;15270,0;19292,0;21095,0;20473,0;25131,0;28964,0;36530,0;27948,0;27869,0;38426,0;51972,0;43921,0;;;;
São João do Pau d'Alho;3549300;10338,0;11791,0;14958,0;16604,0;16501,0;17505,0;16196,0;19737,0;22693,0;36371,0;42483,0;45616,0;53070,0;;;;
São Joaquim da Barra;3549409;302594,0;341961,0;408250,0;455113,0;468649,0;600943,0;741858,0;653410,0;722774,0;902316,0;1079434,0;1129940,0;1041794,0;;;;
São José da Bela Vista;3549508;44921,0;51240,0;67561,0;86201,0;82745,0;87013,0;101234,0;95439,0;101986,0;121233,0;155314,0;141424,0;141398,0;;;;
São José do Barreiro;3549607;11384,0;12882,0;15603,0;17106,0;18416,0;21648,0;24059,0;27215,0;31150,0;31525,0;33310,0;43602,0;40981,0;;;;
